54,0.??b??2&4375,743.3505
84855250,2.3490,3784.1797,8889.1475
84855288,2.3226,3764.6484,8743.9053
84855327,2.2962,3779.2969,8678.1787
84855365,2.2435,3774.4141,8467.7256
84855404,2.3754,3784.1797,8989.0244
84855443,2.1907,3784.1797,8289.8779
84855481,2.1907,3784.1797,8289.8779
84855520,2.2435,3769.5313,8456.7715
84855558,2.2698,3769.5313,8556.2627
84855597,2.2698,3784.1797,8589.5117
84855634,2.4018,3764.6484,9041.9922
84855673,2.4546,3789.0625,9300.6436
84855712,2.3490,3769.5313,8854.7373
84855750,2.2962,3789.0625,8700.6025
84855789,2.3226,3759.7656,8732.5635
84855827,2.2171,3793.9453,8411.4072
84855866,2.2962,3769.5313,8655.7539
84855904,2.3226,3793.9453,8811.9512
84855943,2.3226,3754.8828,8721.2227
84855982,2.2698,3784.1797,8589.5117
84856019,2.2435,3750.0000,8412.9541
84856058,2.2698,3789.0625,8600.5957
84856096,2.2698,3759.7656,8534.0957
84856135,2.2435,3784.1797,8489.6348
84856174,2.2435,3754.8828,8423.9082
84856212,2.2698,3784.1797,8589.5117
84856251,2.2435,3764.6484,8445.8174
84856289,2.3226,3779.2969,8777.9277
84856328,2.3226,3774.4141,8766.5869
84856366,2.4018,3764.6484,9041.9922
84856404,2.2435,3784.1797,8489.6348
84856443,2.3226,3769.5313,8755.2461
84856481,2.3226,3774.4141,8766.5869
84856520,2.3226,3764.6484,8743.9053
84856558,2.2962,3793.9453,8711.8145
84856597,2.2698,3764.6484,8545.1797
84856635,2.2698,3793.9453,8611.6787
84856674,2.4018,3764.6484,9041.9922
84856713,2.2698,3789.0625,8600.5957
84856751,2.4546,3754.8828,9216.7461
84856790,2.3490,3779.2969,8877.6777
84856827,2.3754,3750.0000,8907.8330
84856866,2.2962,3798.8281,8723.0273
84856904,2.3490,3754.8828,8820.3281
84856943,2.3226,3784.1797,8789.2686
84856982,2.2435,3750.0000,8412.9541
84857020,2.2698,3789.0625,8600.5957
84857059,2.1907,3764.6484,8247.0918
84857097,2.1907,3789.0625,8300.5752
84857136,2.3226,3769.5313,8755.2461
84857175,2.2698,3784.1797,8589.5117
84857212,2.2435,3764.6484,8445.8174
84857251,2.2698,3774.4141,8567.3457
84857289,2.3226,3779.2969,8777.9277
84857328,2.3226,3779.2969,8777.9277
84857366,2.2171,3798.8281,8422.2334
84857405,2.3754,3769.5313,8954.2285
84857444,2.3490,3784.1797,8889.1475
84857482,2.3226,3769.5313,8755.2461
84857521,2.2435,3813.4766,8555.3613
84857559,2.1643,3764.6484,8147.7300
84857597,2.2435,3798.8281,8522.4980
84857635,2.2962,3764.6484,8644.5420
84857674,2.2962,3798.8281,8723.0273
84857713,2.3490,3750.0000,8808.8584
84857751,2.1907,3798.8281,8321.9678
84857790,2.1907,3754.8828,8225.6982
84857828,2.2435,3793.9453,8511.5439
84857867,2.2962,3750.0000,8610.9053
84857906,2.3754,3769.5313,8954.2285
84857944,2.5074,3745.1172,9390.4707
84857982,2.3490,3764.6484,8843.2676
84858020,2.3490,3764.6484,8843.2676
84858059,2.4018,3784.1797,9088.9033
84858097,2.3226,3774.4141,8766.5869
84858136,2.3490,3784.1797,8889.1475
84858175,2.2171,3779.2969,8378.9307
84858213,2.2698,3779.2969,8578.4287
84858252,2.2962,3774.4141,8666.9658
84858290,2.2171,3779.2969,8378.9307
84858329,2.2698,3789.0625,8600.5957
84858366,2.2171,3779.2969,8378.9307
84858405,2.2962,3784.1797,8689.3906
84858444,2.2698,3774.4141,8567.3457
84858482,2.2962,3784.1797,8689.3906
84858521,2.2698,3759.7656,8534.0957
84858559,2.3226,3793.9453,8811.9512
84858598,2.2698,3759.7656,8534.0957
84858637,2.2962,3784.1797,8689.3906
84858675,2.2435,3745.1172,8402.0000
84858714,2.1907,3798.8281,8321.9678
84858752,2.2171,3774.4141,8368.1055
84858790,2.1643,3784.1797,8190.0005
84858828,2.2698,3759.7656,8534.0957
84858867,2.2171,3789.0625,8400.5820
84858906,2.2962,3759.7656,8633.3301
84858944,2.3226,3779.2969,8777.9277
84858983,2.2962,3784.1797,8689.3906
84859021,2.1643,3769.5313,8158.2974
84859060,2.1907,3803.7109,8332.6650
84859098,2.2171,3769.5313,8357.2803
84859137,2.2171,3798.8281,8422.2334
84859175,2.2962,3764.6484,8644.5420
84859213,2.2962,3784.1797,8689.3906
84859252,2.2962,3769.5313,8655.7539
84859290,2.2698,3798.8281,8622.7617
84859329,2.2435,3759.7656,8434.8633
84859367,2.2698,3798.8281,8622.7617
84859406,2.2171,3769.5313,8357.2803
84859445,2.2698,3803.7109,8633.8447
84859483,2.3226,3759.7656,8732.5635
84859522,2.2435,3803.7109,8533.4521
84859559,2.2698,3803.7109,8633.8447
84859598,2.2962,3793.9453,8711.8145
84859637,2.2962,3754.8828,8622.1182
84859675,2.3226,3793.9453,8811.9512
84859714,2.1907,3745.1172,8204.3057
84859752,2.3754,3784.1797,8989.0244
84859791,2.3754,3740.2344,8884.6357
84859829,2.4282,3769.5313,9153.2119
84859868,2.3226,3750.0000,8709.8818
84859907,2.3226,3769.5313,8755.2461
84859944,2.3226,3754.8828,8721.2227
84859983,2.2962,3793.9453,8711.8145
84860021,2.2171,3764.6484,8346.4541
84860060,2.2435,3784.1797,8489.6348
84860098,2.2698,3764.6484,8545.1797
84860137,2.2962,3789.0625,8700.6025
84860176,2.3490,3754.8828,8820.3281
84860214,2.4282,3774.4141,9165.0684
84860253,2.3226,3764.6484,8743.9053
84860291,2.2962,3779.2969,8678.1787
84860329,2.2962,3754.8828,8622.1182
84860368,2.3226,3789.0625,8800.6094
84860406,2.4018,3750.0000,9006.8096
84860445,2.3490,3784.1797,8889.1475
84860483,2.3490,3750.0000,8808.8584
84860522,2.2435,3784.1797,8489.6348
84860560,2.2698,3764.6484,8545.1797
84860599,2.1907,3789.0625,8300.5752
84860638,2.2171,3769.5313,8357.2803
84860676,2.2698,3784.1797,8589.5117
84860715,2.2435,3769.5313,8456.7715
84860752,2.2171,3779.2969,8378.9307
84860791,2.3490,3745.1172,8797.3887
84860829,2.4018,3779.2969,9077.1748
84860868,2.4546,3754.8828,9216.7461
84860907,2.2962,3774.4141,8666.9658
84860945,2.4018,3740.2344,8983.3545
84860984,2.4018,3774.4141,9065.4473
84861022,2.4810,3754.8828,9315.8516
84861061,2.2962,3779.2969,8678.1787
84861100,2.3226,3759.7656,8732.5635
84861137,2.3226,3779.2969,8777.9277
84861176,2.2962,3769.5313,8655.7539
84861214,2.4546,3774.4141,9264.6875
84861253,2.3226,3745.1172,8698.5410
84861291,2.4282,3774.4141,9165.0684
84861330,2.2171,3789.0625,8400.5820
84861369,2.2698,3779.2969,8578.4287
84861407,2.2435,3774.4141,8467.7256
84861446,2.2435,3774.4141,8467.7256
84861484,2.3490,3764.6484,8843.2676
84861522,2.1907,3789.0625,8300.5752
84861560,2.2435,3769.5313,8456.7715
84861599,2.3490,3798.8281,8923.5566
84861638,2.1907,3769.5313,8257.7881
84861676,2.1643,3793.9453,8211.1357
84861715,2.2171,3759.7656,8335.6289
84861753,2.1907,3793.9453,8311.2715
84861792,2.3490,3759.7656,8831.7979
84861830,2.3226,3769.5313,8755.2461
84861869,2.3754,3754.8828,8919.4326
84861907,2.3490,3774.4141,8866.2070
84861945,2.3754,3754.8828,8919.4326
84861984,2.3754,3774.4141,8965.8271
84862022,2.3490,3754.8828,8820.3281
84862061,2.2962,3784.1797,8689.3906
84862100,2.2435,3759.7656,8434.8633
84862138,2.2698,3779.2969,8578.4287
84862177,2.2698,3784.1797,8589.5117
84862215,2.1907,3793.9453,8311.2715
84862254,2.1907,3784.1797,8289.8779
84862291,2.1643,3789.0625,8200.5684
84862330,2.2171,3789.0625,8400.5820
84862369,2.2171,3779.2969,8378.9307
84862407,2.2171,3789.0625,8400.5820
84862446,2.2698,3759.7656,8534.0957
84862484,2.3490,3789.0625,8900.6172
84862523,2.3490,3754.8828,8820.3281
84862561,2.4018,3769.5313,9053.7197
84862600,2.4810,3750.0000,9303.7373
84862639,2.3226,3779.2969,8777.9277
84862676,2.3490,3750.0000,8808.8584
84862715,2.3490,3793.9453,8912.0869
84862753,2.2435,3754.8828,8423.9082
84862792,2.2962,3798.8281,8723.0273
84862831,2.1643,3779.2969,8179.4331
84862869,2.0851,3798.8281,7920.9102
84862908,2.1379,3793.9453,8111.0000
84862946,2.1907,3793.9453,8311.2715
84862985,2.2698,3793.9453,8611.6787
84863023,2.2698,3774.4141,8567.3457
84863062,2.2698,3779.2969,8578.4287
84863100,2.3754,3764.6484,8942.6299
84863138,2.3226,3784.1797,8789.2686
84863177,2.2962,3769.5313,8655.7539
84863215,2.2435,3789.0625,8500.5889
84863254,2.2171,3759.7656,8335.6289
84863292,2.2698,3798.8281,8622.7617
84863331,2.2171,3769.5313,8357.2803
84863370,2.3490,3803.7109,8935.0264
84863408,2.1907,3754.8828,8225.6982
84863447,2.2171,3798.8281,8422.2334
84863484,2.1907,3759.7656,8236.3955
84863523,2.2698,3798.8281,8622.7617
84863562,2.2962,3750.0000,8610.9053
84863600,2.2698,3789.0625,8600.5957
84863639,2.2962,3754.8828,8622.1182
84863677,2.3490,3784.1797,8889.1475
84863716,2.4018,3750.0000,9006.8096
84863754,2.2435,3779.2969,8478.6807
84863793,2.2698,3750.0000,8511.9297
84863832,2.3754,3769.5313,8954.2285
84863869,2.2435,3769.5313,8456.7715
84863908,2.3226,3774.4141,8766.5869
84863946,2.3754,3774.4141,8965.8271
84863985,2.1643,3779.2969,8179.4331
84864023,2.2171,3808.5938,8443.8838
84864062,2.2435,3774.4141,8467.7256
84864101,2.3490,3793.9453,8912.0869
84864139,2.1643,3769.5313,8158.2974
84864178,2.2698,3803.7109,8633.8447
84864216,2.1907,3764.6484,8247.0918
84864254,2.2171,3793.9453,8411.4072
84864292,2.2435,3754.8828,8423.9082
84864331,2.2698,3789.0625,8600.5957
84864370,2.2962,3764.6484,8644.5420
84864408,2.2698,3784.1797,8589.5117
84864447,2.2698,3740.2344,8489.7627
84864485,2.3754,3774.4141,8965.8271
84864524,2.3490,3769.5313,8854.7373
84864563,2.2962,3784.1797,8689.3906
84864601,2.2435,3764.6484,8445.8174
84864640,2.2698,3779.2969,8578.4287
84864677,2.2435,3779.2969,8478.6807
84864716,2.2171,3784.1797,8389.7568
84864754,2.1643,3779.2969,8179.4331
84864793,2.2171,3769.5313,8357.2803
84864832,2.1907,3808.5938,8343.3613
84864870,2.2698,3769.5313,8556.2627
84864909,2.2962,3784.1797,8689.3906
84864947,2.2962,3774.4141,8666.9658
84864986,2.2698,3793.9453,8611.6787
84865024,2.2698,3764.6484,8545.1797
84865062,2.3754,3769.5313,8954.2285
84865101,2.3226,3745.1172,8698.5410
84865139,2.2435,3774.4141,8467.7256
84865178,2.3226,3750.0000,8709.8818
84865216,2.3490,3784.1797,8889.1475
84865255,2.2435,3759.7656,8434.8633
84865294,2.2698,3803.7109,8633.8447
84865332,2.1379,3769.5313,8058.8057
84865371,2.2698,3774.4141,8567.3457
84865409,2.2171,3779.2969,8378.9307
84865447,2.2962,3784.1797,8689.3906
84865485,2.1643,3798.8281,8221.7041
84865524,2.2962,3779.2969,8678.1787
84865563,2.2171,3784.1797,8389.7568
84865601,2.2962,3754.8828,8622.1182
84865640,2.2435,3784.1797,8489.6348
84865678,2.3226,3750.0000,8709.8818
84865717,2.3226,3798.8281,8823.2920
84865755,2.2698,3750.0000,8511.9297
84865794,2.4018,3779.2969,9077.1748
84865832,2.3754,3754.8828,8919.4326
84865870,2.2698,3793.9453,8611.6787
84865909,2.2435,3754.8828,8423.9082
84865947,2.2171,3779.2969,8378.9307
84865986,2.2698,3754.8828,8523.0127
84866025,2.1907,3793.9453,8311.2715
84866063,2.2171,3750.0000,8313.9775
84866102,2.2698,3789.0625,8600.5957
84866140,2.1643,3774.4141,8168.8652
84866179,2.1907,3789.0625,8300.5752
84866216,2.2962,3759.7656,8633.3301
84866255,2.2962,3779.2969,8678.1787
84866294,2.3226,3759.7656,8732.5635
84866332,2.3754,3779.2969,8977.4258
84866371,2.3490,3764.6484,8843.2676
84866409,2.1907,3779.2969,8279.1816
84866448,2.2435,3793.9453,8511.5439
84866486,2.1907,3769.5313,8257.7881
84866525,2.1907,3808.5938,8343.3613
84866564,2.1907,3779.2969,8279.1816
84866601,2.1643,3789.0625,8200.5684
84866640,2.2435,3774.4141,8467.7256
84866678,2.1907,3793.9453,8311.2715
84866717,2.3754,3769.5313,8954.2285
84866755,2.3490,3784.1797,8889.1475
84866794,2.2698,3779.2969,8578.4287
84866833,2.2698,3793.9453,8611.6787
84866871,2.4018,3769.5313,9053.7197
84866910,2.2698,3784.1797,8589.5117
84866948,2.2698,3789.0625,8600.5957
84866987,2.2698,3789.0625,8600.5957
84867025,2.1907,3769.5313,8257.7881
84867063,2.2171,3784.1797,8389.7568
84867102,2.1907,3759.7656,8236.3955
84867140,2.2435,3803.7109,8533.4521
84867179,2.1643,3754.8828,8126.5942
84867217,2.2435,3803.7109,8533.4521
84867256,2.1643,3764.6484,8147.7300
84867295,2.2698,3789.0625,8600.5957
84867333,2.3490,3754.8828,8820.3281
84867372,2.2435,3813.4766,8555.3613
84867409,2.2435,3759.7656,8434.8633
84867448,2.2435,3779.2969,8478.6807
84867486,2.1907,3759.7656,8236.3955
84867525,2.2698,3789.0625,8600.5957
84867564,2.3226,3754.8828,8721.2227
84867602,2.2698,3789.0625,8600.5957
84867641,2.2962,3769.5313,8655.7539
84867679,2.1907,3789.0625,8300.5752
84867718,2.2435,3789.0625,8500.5889
84867757,2.2962,3793.9453,8711.8145
84867794,2.2698,3774.4141,8567.3457
84867833,2.1907,3779.2969,8279.1816
84867871,2.2435,3759.7656,8434.8633
84867910,2.2435,3793.9453,8511.5439
84867948,2.3226,3769.5313,8755.2461
84867987,2.2698,3774.4141,8567.3457
84868026,2.2171,3779.2969,8378.9307
84868064,2.3490,3784.1797,8889.1475
84868103,2.2435,3774.4141,8467.7256
84868141,2.2698,3779.2969,8578.4287
84868179,2.1907,3793.9453,8311.2715
84868217,2.1643,3793.9453,8211.1357
84868256,2.0851,3793.9453,7910.7290
84868295,2.2698,3798.8281,8622.7617
84868333,2.1115,3789.0625,8000.5542
84868372,2.1907,3789.0625,8300.5752
84868410,2.1907,3779.2969,8279.1816
84868449,2.2698,3769.5313,8556.2627
84868488,2.2698,3769.5313,8556.2627
84868526,2.2962,3774.4141,8666.9658
84868564,2.3226,3769.5313,8755.2461
84868602,2.2962,3759.7656,8633.3301
84868641,2.2698,3784.1797,8589.5117
84868679,2.2171,3769.5313,8357.2803
84868718,2.2171,3789.0625,8400.5820
84868757,2.2435,3779.2969,8478.6807
84868795,2.2962,3803.7109,8734.2393
84868834,2.1907,3774.4141,8268.4854
84868872,2.2435,3793.9453,8511.5439
84868911,2.2171,3764.6484,8346.4541
84868948,2.1379,3798.8281,8121.4390
84868987,2.2435,3774.4141,8467.7256
84869026,2.2171,3798.8281,8422.2334
84869064,2.2171,3769.5313,8357.2803
84869103,2.3490,3798.8281,8923.5566
84869141,2.2435,3759.7656,8434.8633
84869180,2.2698,3784.1797,8589.5117
84869218,2.2962,3750.0000,8610.9053
84869257,2.2698,3798.8281,8622.7617
84869296,2.2962,3754.8828,8622.1182
84869334,2.2962,3793.9453,8711.8145
84869372,2.1379,3764.6484,8048.3667
84869410,2.1643,3779.2969,8179.4331
84869449,2.2171,3754.8828,8324.8037
84869488,2.1379,3808.5938,8142.3169
84869526,2.2171,3774.4141,8368.1055
84869565,2.2698,3789.0625,8600.5957
84869603,2.1643,3769.5313,8158.2974
84869642,2.1907,3779.2969,8279.1816
84869680,2.3226,3779.2969,8777.9277
84869719,2.2962,3769.5313,8655.7539
84869757,2.3754,3764.6484,8942.6299
84869795,2.3490,3759.7656,8831.7979
84869834,2.3754,3784.1797,8989.0244
84869872,2.2698,3759.7656,8534.0957
84869911,2.3754,3779.2969,8977.4258
84869949,2.1643,3769.5313,8158.2974
84869988,2.2962,3798.8281,8723.0273
84870027,2.1643,3769.5313,8158.2974
84870065,2.1115,3808.5938,8041.7939
84870104,2.1379,3764.6484,8048.3667
84870141,2.2698,3793.9453,8611.6787
84870180,2.1907,3750.0000,8215.0020
84870219,2.2435,3798.8281,8522.4980
84870257,2.3226,3735.3516,8675.8594
84870296,2.3490,3789.0625,8900.6172
84870334,2.3226,3764.6484,8743.9053
84870373,2.4018,3784.1797,9088.9033
84870411,2.1907,3750.0000,8215.0020
84870450,2.2435,3793.9453,8511.5439
84870489,2.2698,3769.5313,8556.2627
84870526,2.2171,3789.0625,8400.5820
84870565,2.2435,3759.7656,8434.8633
84870603,2.2171,3784.1797,8389.7568
84870642,2.2171,3764.6484,8346.4541
84870680,2.1643,3803.7109,8232.2715
84870719,2.1643,3774.4141,8168.8652
84870758,2.2962,3793.9453,8711.8145
84870796,2.2698,3774.4141,8567.3457
84870835,2.2171,3789.0625,8400.5820
84870873,2.2435,3764.6484,8445.8174
84870912,2.2962,3769.5313,8655.7539
84870950,2.3226,3769.5313,8755.2461
84870988,2.3226,3779.2969,8777.9277
84871027,2.2435,3774.4141,8467.7256
84871065,2.2435,3779.2969,8478.6807
84871104,2.3754,3764.6484,8942.6299
84871142,2.1907,3793.9453,8311.2715
84871181,2.2698,3764.6484,8545.1797
84871220,2.1907,3789.0625,8300.5752
84871258,2.2171,3779.2969,8378.9307
84871297,2.1643,3793.9453,8211.1357
84871334,2.2698,3779.2969,8578.4287
84871373,2.2435,3789.0625,8500.5889
84871411,2.2171,3769.5313,8357.2803
84871450,2.3490,3774.4141,8866.2070
84871489,2.2962,3764.6484,8644.5420
84871527,2.2962,3779.2969,8678.1787
84871566,2.2962,3769.5313,8655.7539
84871604,2.2698,3789.0625,8600.5957
84871643,2.1907,3784.1797,8289.8779
84871681,2.2435,3774.4141,8467.7256
84871719,2.1643,3784.1797,8190.0005
84871758,2.2962,3779.2969,8678.1787
84871796,2.2435,3769.5313,8456.7715
84871835,2.2435,3774.4141,8467.7256
84871873,2.2435,3769.5313,8456.7715
84871912,2.2171,3779.2969,8378.9307
84871951,2.1643,3784.1797,8190.0005
84871989,2.1115,3784.1797,7990.2441
84872028,2.1379,3784.1797,8090.1226
84872066,2.1379,3793.9453,8111.0000
84872104,2.2171,3798.8281,8422.2334
84872142,2.3490,3745.1172,8797.3887
84872181,2.5866,3750.0000,9699.6416
84872220,2.4546,3720.7031,9132.8486
84872258,2.3226,3774.4141,8766.5869
84872297,2.1379,3774.4141,8069.2446
84872335,2.2171,3808.5938,8443.8838
84872374,2.0323,3793.9453,7710.4565
84872412,1.9531,3828.1250,7476.8066
84872451,2.0059,3793.9453,7610.3208
84872489,1.9267,3828.1250,7375.7690
84872527,2.0323,3808.5938,7740.2271
84872566,2.1643,3823.2422,8274.5430
84872604,2.0059,3798.8281,7620.1152
84872643,2.1115,3808.5938,8041.7939
84872682,2.0587,3798.8281,7820.6450
84872720,1.9795,3818.3594,7558.5132
84872759,1.9003,3808.5938,7237.6147
84872797,2.0059,3818.3594,7659.2930
84872836,1.8739,3803.7109,7127.9424
84872873,1.9003,3837.8906,7293.2886
84872912,1.8212,3833.0078,6980.5093
84872951,1.6628,3857.4219,6414.1045
84872989,1.5572,3852.5391,5999.2559
84873028,1.4780,3881.8359,5737.5112
84873066,1.4253,3847.6563,5483.8853
84873105,1.3461,3896.4844,5244.9512
84873143,1.3725,3872.0703,5314.2856
84873182,1.2141,3911.1328,4748.5249
84873221,1.0557,3896.4844,4113.6870
84873259,1.1349,3920.8984,4449.9214
84873297,1.0821,3896.4844,4216.5293
84873335,1.1085,3935.5469,4362.6733
84873374,0.1848,4008.7891,740.6441
84873411,0.1848,4023.4375,743.3505
84873449,0.1584,4018.5547,636.3843
84873487,0.2111,4023.4375,849.5434
84873524,0.1848,4003.9063,739.7420
84873562,0.1848,4013.6719,741.5463
84873598,0.1848,4023.4375,743.3505
84873636,0.1848,4018.5547,742.4484
84873673,0.1848,4023.4375,743.3505
84873711,0.2111,4028.3203,850.5744
84873749,0.1848,4013.6719,741.5463
84873786,0.3167,4023.4375,1274.3151
84873825,0.2111,4023.4375,849.5434
84873862,0.2375,4023.4375,955.7363
84873900,0.2903,4023.4375,1168.1222
84873937,0.3167,4023.4375,1274.3151
84873976,0.3431,4023.4375,1380.5081
84874015,0.1848,4023.4375,743.3505
84874052,0.1848,4033.2031,745.1547
84874090,0.3431,4028.3203,1382.1833
84874128,0.2111,4008.7891,846.4504
84874166,0.2111,4033.2031,851.6054
84874203,0.2111,4023.4375,849.5434
84874241,0.2639,4028.3203,1063.2180
84874279,0.2639,4018.5547,1060.6405
84874317,0.2639,4028.3203,1063.2180
84874356,0.2111,4023.4375,849.5434
84874393,0.2375,4023.4375,955.7363
84874431,0.1584,4033.2031,638.7040
84874468,0.1848,4033.2031,745.1547
84874506,0.1848,4028.3203,744.2526
84874543,0.1848,4033.2031,745.1547
84874580,0.1848,4033.2031,745.1547
84874618,0.1848,4028.3203,744.2526
84874655,0.1848,4028.3203,744.2526
84874693,0.2111,4033.2031,851.6054
84874730,0.2111,4028.3203,850.5744
84874768,0.1848,4033.2031,745.1547
84874805,0.2111,4018.5547,848.5124
84874843,0.1584,4013.6719,635.6110
84874881,0.1848,4028.3203,744.2526
84874917,0.1848,4023.4375,743.3505
84874955,0.2375,4023.4375,955.7363
84874992,0.1848,4033.2031,745.1547
84875030,0.3167,4028.3203,1275.8616
84875068,0.2111,4038.0859,852.6364
84875106,0.2111,4033.2031,851.6054
84875144,0.1848,4033.2031,745.1547
84875181,0.1848,4028.3203,744.2526
84875218,0.2375,4023.4375,955.7363
84875255,0.1848,4013.6719,741.5463
84875293,0.1584,4023.4375,637.1575
84875330,0.1848,4033.2031,745.1547
84875368,0.2111,4028.3203,850.5744
84875405,0.2375,4018.5547,954.5764
84875443,0.1848,4028.3203,744.2526
84875481,0.1848,4033.2031,745.1547
84875517,0.1848,4033.2031,745.1547
84875555,0.2903,4023.4375,1168.1222
84875593,0.1848,4023.4375,743.3505
84875631,0.2375,4023.4375,955.7363
84875668,0.1584,4018.5547,636.3843
84875706,0.3167,4028.3203,1275.8616
84875745,0.2111,4018.5547,848.5124
84875782,0.3431,4028.3203,1382.1833
84875821,0.2111,4023.4375,849.5434
84875857,0.1584,4038.0859,639.4772
84875895,0.2639,4028.3203,1063.2180
84875933,0.1848,4038.0859,746.0569
84875971,0.2375,4028.3203,956.8962
84876009,0.1848,4033.2031,745.1547
84876046,0.2639,4033.2031,1064.5067
84876085,0.1848,4028.3203,744.2526
84876122,0.2375,4013.6719,953.4166
84876160,0.1584,4038.0859,639.4772
84876196,0.1848,4033.2031,745.1547
84876234,0.1848,4033.2031,745.1547
84876271,0.2375,4028.3203,956.8962
84876309,0.2111,4038.0859,852.6364
84876347,0.1848,4028.3203,744.2526
